what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038873890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038874783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038877319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038878277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038880607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038912595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415038917440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038920875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038924205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038926182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038927134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415038932773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415038934017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415038935362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415038935659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038940061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038942149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038947135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038948912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038960113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038961512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038963548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415038975760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415038979438
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415038991281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415038992595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415038993905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415039001633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415039013408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415039026175
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415039030088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415039031327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415039032354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415039034040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415039034542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039040037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039040873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039041108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039050128
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415039051527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039055815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415039056434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039056974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1415039056996
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039059728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415039061015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039063877
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415039066505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415039068975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039069438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039070908
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415039071327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039073709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415039074275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039079191
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415039079383
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415039079560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039082354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415039086802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415039087514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415039088096
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1415039090127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415039091155
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415039093941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415039098812
